Valence,Negativo,Neutro,Positivo,Creado,Comentario
0.8324,0.0,0.746,0.254,2018-09-13 00:25:34,"RT @tyrabanks: Retweet to say HAPPY BIRTHDAY to the fierce RM! \n\nWe finally got our pic together! You are inspiring so many, and you\xe2\x80\x99re bri\xe2\x80\xa6"
0.3802,0.0,0.88,0.12,2018-09-13 00:25:34,"RT @AGT: For RM\xe2\x80\x99s birthday, we got him a photo with his biggest fan @tyrabanks. \xf0\x9f\x92\x9c \n\nHAPPY BIRTHDAY, ANGEL! #BTSonAGT https://t.co/X16TXhRhbG"
0.6115,0.0,0.857,0.143,2018-09-13 00:25:34,RT @kaushalmanda: I'm very happy to finally meet Kaushal after so many days. I've told him a lot of things.I've let him know about you guys\xe2\x80\xa6
0.8313,0.0,0.709,0.291,2018-09-13 00:25:34,"RT @jigguku: \xe2\x80\x98just skin\xe2\x80\x99 \xe2\x80\x94 for @hattee_ho\xe2\x80\x99s tent prompt. can\xe2\x80\x99t wait to see your drawing. happy early birthday, lovely! \xe2\x99\xa1 https://t.co/nwQC6\xe2\x80\xa6"
0.0516,0.0,0.948,0.052,2018-09-13 00:25:34,RT @ILOVEPARKJIMlN: Yoongi literally admitted that other companies force their idols to do vlives but also said that BigHit don't do that a\xe2\x80\xa6
0.75,0.0,0.748,0.252,2018-09-13 00:25:34,RT @funsheet: Happy to say I have joined @HorizonGamingCA as the new Marketing Manager! Excited to see where this can take me.
0.6633,0.0,0.783,0.217,2018-09-13 00:25:34,"RT @taesanpanman: SOMEONE REALLY RENTED A JET TO SAY HAPPY BIRTHDAY TO NAMJOON, IT\xe2\x80\x99S WHAT HE DESERVES https://t.co/yl4UJ0d7xz"
0.745,0.0,0.818,0.182,2018-09-13 00:25:34,RT @BindiIrwin: \xe2\x80\x98Crikey! It\xe2\x80\x99s The Irwins!\xe2\x80\x99 \nI am so happy to announce that our brand new Animal Planet series will be airing on October 28t\xe2\x80\xa6
0.5719,0.0,0.448,0.552,2018-09-13 00:25:34,@6thmensiv Happy mensiv https://t.co/ZnCeablNTP
0.8481,0.0,0.649,0.351,2018-09-13 00:25:34,"@chocoIateheat [ com: \n\n@.MilkNHoney. : I want to be the one to make you happy, to prove to the world that love exist"
0.3802,0.0,0.88,0.12,2018-09-13 00:25:34,"RT @AGT: For RM\xe2\x80\x99s birthday, we got him a photo with his biggest fan @tyrabanks. \xf0\x9f\x92\x9c \n\nHAPPY BIRTHDAY, ANGEL! #BTSonAGT https://t.co/X16TXhRhbG"
0.75,0.0,0.79,0.21,2018-09-13 00:25:34,"RT @geekdotcom: Happy #NationalVideoGamesDay! If you had to play one video game for the rest of your life, what would it be? We'll RT the b\xe2\x80\xa6"
0.4453,0.272,0.308,0.42,2018-09-13 00:25:34,UGH IM SO HAPPY FOR U https://t.co/zJIUKZ4aq5
-0.5994,0.206,0.717,0.076,2018-09-13 00:25:34,RT @Boogie2988: #NationalVideoGamesDay \n\nstep one - buy gaming machine\nstep two - escape the nightmarish dystopian hell scape our actual wo\xe2\x80\xa6
0.5719,0.0,0.778,0.222,2018-09-13 00:25:34,i just got my Actual permit in the mail and i\xe2\x80\x99m happy hehe \xe2\x99\xa1 https://t.co/Bt7z5EWCmc
0.8866,0.0,0.539,0.461,2018-09-13 00:25:34,"RT @fantazi_g: @nintendhoeee HAPPY FUCKING BIRTHDAY!! Have a good day, you deserve it!! \xf0\x9f\x92\x9b\xf0\x9f\x92\x9b"
0.3802,0.0,0.88,0.12,2018-09-13 00:25:34,"RT @AGT: For RM\xe2\x80\x99s birthday, we got him a photo with his biggest fan @tyrabanks. \xf0\x9f\x92\x9c \n\nHAPPY BIRTHDAY, ANGEL! #BTSonAGT https://t.co/X16TXhRhbG"
0.8622,0.057,0.6,0.343,2018-09-13 00:25:34,Really happy to see @strongstylebrit and @_StarDESTROYER on tv again. Seriously hope they become tag team champions in the VERY near future.
0.5719,0.0,0.684,0.316,2018-09-13 00:25:34,"RT @mizzoumondo: Happy birthday, KateLynne. #LadyIndiansGolf #golemont @LHS210principal https://t.co/hYcCtGgjZK"
0.3802,0.0,0.88,0.12,2018-09-13 00:25:34,"RT @AGT: For RM\xe2\x80\x99s birthday, we got him a photo with his biggest fan @tyrabanks. \xf0\x9f\x92\x9c \n\nHAPPY BIRTHDAY, ANGEL! #BTSonAGT https://t.co/X16TXhRhbG"
0.9075,0.06,0.489,0.45,2018-09-13 00:25:34,BIG LEXI !!!!! happy birthday @alexisgruz keep holding down good old brunswick hs \xf0\x9f\x92\x97\xf0\x9f\x92\x97\xf0\x9f\x92\x97 miss n love u lots
0.6467,0.0,0.539,0.461,2018-09-13 00:25:34,@akisabella14 @ohemgeeijizzed Happy birthday Spooky!! \xf0\x9f\x96\xa4\xf0\x9f\x96\xa4\xf0\x9f\x96\xa4
0.8316,0.0,0.506,0.494,2018-09-13 00:25:34,RT @onelovesbutera: the cutest person in the world pls be happy https://t.co/eYL7nynEgW
0.8176,0.0,0.712,0.288,2018-09-13 00:25:34,RT @taestythic: look at their happy expressions when taehyung joined them on their trip &amp; the way hoseok hugged him the energy ot7 radiates\xe2\x80\xa6
0.8324,0.0,0.746,0.254,2018-09-13 00:25:34,"RT @tyrabanks: Retweet to say HAPPY BIRTHDAY to the fierce RM! \n\nWe finally got our pic together! You are inspiring so many, and you\xe2\x80\x99re bri\xe2\x80\xa6"
0.0,0.0,1.0,0.0,2018-09-13 00:25:34,RT @sonic_hedgehog: Going fast for 27 years and counting. \n\nHappy #NationalVideoGamesDay! https://t.co/PWgR1NtRs5
0.7713,0.0,0.749,0.251,2018-09-13 00:25:33,RT @THEONEPLATINUM: @RamboReality @MATTHARDYBRAND @Detspray So are all of us Matt Hardy fans.\nWe're Very happy for him to be where he is.
0.5719,0.0,0.448,0.552,2018-09-13 00:25:33,@Chierleaderrr Happy birthday maco
0.6114,0.0,0.84,0.16,2018-09-13 00:25:33,RT @STAPLESCenter: Happy Birthday to RM from @BTS_twt \xf0\x9f\x8e\x82 \xf0\x9f\x8e\x81 \xf0\x9f\x8e\x88  We had a blast with all of @bts_bighit last week! #BTSARMY #BTSLoveYourselfTou\xe2\x80\xa6
0.6114,0.0,0.693,0.307,2018-09-13 00:25:33,RT @totaldivaseps: And just look how happy he is! https://t.co/LaUf8twU2L
0.3802,0.0,0.88,0.12,2018-09-13 00:25:33,"RT @AGT: For RM\xe2\x80\x99s birthday, we got him a photo with his biggest fan @tyrabanks. \xf0\x9f\x92\x9c \n\nHAPPY BIRTHDAY, ANGEL! #BTSonAGT https://t.co/X16TXhRhbG"
0.8271,0.0,0.206,0.794,2018-09-13 00:25:33,@prettyrichhh Happy birthday gorgeous
0.8176,0.0,0.712,0.288,2018-09-13 00:25:33,RT @taestythic: look at their happy expressions when taehyung joined them on their trip &amp; the way hoseok hugged him the energy ot7 radiates\xe2\x80\xa6
0.3802,0.0,0.88,0.12,2018-09-13 00:25:33,"RT @AGT: For RM\xe2\x80\x99s birthday, we got him a photo with his biggest fan @tyrabanks. \xf0\x9f\x92\x9c \n\nHAPPY BIRTHDAY, ANGEL! #BTSonAGT https://t.co/X16TXhRhbG"
0.5719,0.0,0.654,0.346,2018-09-13 00:25:33,Happy bday to my boy sidewalk @hayden76187683 https://t.co/9X4yz0dRWl
0.8588,0.055,0.554,0.391,2018-09-13 00:25:33,"RT @menggalurks: Happy #ALDUB165thWeeksary, ADN!\n\nPower Positivity\n\xe2\x80\x94the power to be positive and optimistic even during hard times. \xf0\x9f\x8c\x88 https\xe2\x80\xa6"
-0.2244,0.168,0.696,0.136,2018-09-13 00:25:33,RT @telltalegames: Happy #NationalVideoGamesDay from us to you! \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x8e\xae\n\nCheck out a new screenshot from episode two of The Walking Dead: The F\xe2\x80\xa6
0.5255,0.078,0.728,0.194,2018-09-13 00:25:33,"RT @DriftDistrict: Happy Birthday, Paul Walker! He would\xe2\x80\x99ve been 45 today. We all miss you \xf0\x9f\x98\x94 https://t.co/fOV6h18r8s"
0.8324,0.0,0.746,0.254,2018-09-13 00:25:33,"RT @tyrabanks: Retweet to say HAPPY BIRTHDAY to the fierce RM! \n\nWe finally got our pic together! You are inspiring so many, and you\xe2\x80\x99re bri\xe2\x80\xa6"
0.829,0.0,0.721,0.279,2018-09-13 00:25:33,Welcome new client Ryan Forero.  So happy to finally add him to our family.   We have known each other awhile.  He\xe2\x80\xa6 https://t.co/u8OV5nLGCu
0.3493,0.103,0.688,0.209,2018-09-13 00:25:33,"RT @ofctrendsetter: Never lose hope and pray that someday soon, they\xe2\x80\x99ll do projects together again.\nHappy 165th every one!\n@mainedcm @alden\xe2\x80\xa6"
0.5719,0.0,0.654,0.346,2018-09-13 00:25:33,RT @mooink_satida: Happy Family \xe2\x9d\xa4\xf0\x9f\x92\x99\xf0\x9f\x92\x9b\n#\xe0\xb9\x80\xe0\xb8\x95\xe0\xb9\x89\xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\xaa\xe0\xb8\x8a\xe0\xb8\xb5\xe0\xb8\xa7\xe0\xb8\xb4\xe0\xb8\x95\xe0\xb9\x82\xe0\xb8\xa5\xe0\xb9\x80\xe0\xb8\x97\xe0\xb8\x84 #\xe0\xb8\xad\xe0\xb8\xb0\xe0\xb9\x84\xe0\xb8\xa3\xe0\xb8\xad\xe0\xb8\xb0\xe0\xb9\x84\xe0\xb8\xa3\xe0\xb8\x81\xe0\xb9\x87\xe0\xb8\x95\xe0\xb8\xb5\xe0\xb9\x8b \n#\xe0\xb8\x9a\xe0\xb8\xb2\xe0\xb8\xaa\xe0\xb9\x80\xe0\xb8\x94\xe0\xb9\x87\xe0\xb8\x81\xe0\xb8\xad\xe0\xb9\x89\xe0\xb8\xa7\xe0\xb8\x99\xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb9\x81\xe0\xb8\x97\xe0\xb9\x89\xe0\xb8\x88\xe0\xb8\xa3\xe0\xb8\xb4\xe0\xb8\x87 https://t.co/1tfoyDTeVB
0.811,0.0,0.638,0.362,2018-09-13 00:25:33,@AGT @VickiBarbolak YES!!!!! @VickiBarbolak # #TrailerNasty #FutureSitcom i agree with Simon tonight. Im Happy For Her. \xf0\x9f\x98\x80\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90\xf0\x9f\x92\x8b
0.8016,0.0,0.455,0.545,2018-09-13 00:25:33,@cjlemire Exciting times! I did a happy dance for mine.
0.5719,0.0,0.654,0.346,2018-09-13 00:25:33,@krungy2l I'm happy saw 2ne1 interaction lately noona
0.886,0.0,0.402,0.598,2018-09-13 00:25:33,happy birthday baby @NiallOfficial i hope you have an amazing day
0.3802,0.0,0.88,0.12,2018-09-13 00:25:33,"RT @AGT: For RM\xe2\x80\x99s birthday, we got him a photo with his biggest fan @tyrabanks. \xf0\x9f\x92\x9c \n\nHAPPY BIRTHDAY, ANGEL! #BTSonAGT https://t.co/X16TXhRhbG"
0.8268,0.0,0.661,0.339,2018-09-13 00:25:33,RT @Bagelbeard: Happy #NationalVideoGamesDay - We're celebrating by launching our new website for #ZenimaxOnline - Check it out! https://t.\xe2\x80\xa6
0.7067,0.0,0.59,0.41,2018-09-13 00:25:33,RT @coupdemain: \xf0\x9f\x95\xaf happy birthday @niallofficial!!!!! \xf0\x9f\x92\x9b https://t.co/lMRZNYlpoR
0.905,0.0,0.632,0.368,2018-09-13 00:25:33,"RT @BlakeOnCusseta: So Mac made a whole project with Ty Dolla $ign, and Ty said he\xe2\x80\x99s gonna make sure we hear it. I\xe2\x80\x99m so happy \xf0\x9f\x98\xad"
0.7067,0.0,0.59,0.41,2018-09-13 00:25:33,RT @coupdemain: \xf0\x9f\x95\xaf happy birthday @niallofficial!!!!! \xf0\x9f\x92\x9b https://t.co/lMRZNYlpoR
0.7089,0.0,0.404,0.596,2018-09-13 00:25:33,Wishing everyone a Very Happy #GaneshChaturthi. https://t.co/s57QMzvZXK
0.8255,0.0,0.366,0.634,2018-09-13 00:25:33,@ThisIsNessJM Especially when it\xe2\x80\x99s happy hour lol jk
0.9378,0.045,0.533,0.422,2018-09-13 00:25:32,RT @morgynr_4: much we all love &amp; miss you so much. here\xe2\x80\x99s a gift from the class of 2020. happy heavenly birthday mrs. barraz.\n\n          l\xe2\x80\xa6
0.958,0.0,0.501,0.499,2018-09-13 00:25:32,@AGT @BTS_ARMY @BTS_twt Am proud of them really am happy wish them all the best and success BTS forever army I purple you \xf0\x9f\x92\x9c\xf0\x9f\x92\x9c
0.0,0.0,1.0,0.0,2018-09-13 00:25:32,RT @Lucilla_moon59: @gandusio @BernadetteClaxt @SanjaHirkic @GalkeSabine @fulvia14130533 @GinaPustor123 @IrishOutlanders @GHJNancy @mymtbra\xe2\x80\xa6
0.5719,0.0,0.871,0.129,2018-09-13 00:25:32,RT @JK_Glitters: RM Vlive Happy RM Day \n\n\xe2\x80\x9cWe saw many male fans at LA concert this time. I saw many men despite the age. There were Grandpa\xe2\x80\xa6
0.8324,0.0,0.746,0.254,2018-09-13 00:25:32,"RT @tyrabanks: Retweet to say HAPPY BIRTHDAY to the fierce RM! \n\nWe finally got our pic together! You are inspiring so many, and you\xe2\x80\x99re bri\xe2\x80\xa6"
0.5625,0.069,0.757,0.174,2018-09-13 00:25:32,even though i probably won't get a chance to meet you soon i just wanted to say all of this. happy birthday bestfri\xe2\x80\xa6 https://t.co/nxspYCB3pj
0.7893,0.0,0.721,0.279,2018-09-13 00:25:32,"@MochiManggae Exactly. Let them write negatively, who tf cares. Bighit is more than happy to pull out the sue card."
0.923,0.0,0.601,0.399,2018-09-13 00:25:32,"RT @niallnationuk: Happy birthday to our favorite artist &amp; person in the world! \nNiall, you\xe2\x80\x99re an inspiration for all of us. Have a good on\xe2\x80\xa6"
0.745,0.0,0.818,0.182,2018-09-13 00:25:32,RT @BindiIrwin: \xe2\x80\x98Crikey! It\xe2\x80\x99s The Irwins!\xe2\x80\x99 \nI am so happy to announce that our brand new Animal Planet series will be airing on October 28t\xe2\x80\xa6
0.3291,0.0,0.81,0.19,2018-09-13 00:25:32,RT @JustGTRs: Happy Birthday King \xf0\x9f\x96\xa4 Gone but never forgotten.. https://t.co/kmy6SnLSBW
0.8481,0.0,0.662,0.338,2018-09-13 00:25:32,I didn't know video games had a holiday. Lol. I've done a lot of interviews before and i've won stuff before this b\xe2\x80\xa6 https://t.co/ahPCCj0HeN
0.7088,0.0,0.629,0.371,2018-09-13 00:25:32,RT @radiodisney: Wishing Happy Birthday to RM of #BTS! @bts_bighit @BTS_twt https://t.co/Z8FdBTQRSj
0.8519,0.0,0.617,0.383,2018-09-13 00:25:32,RT @morewedge: I'm happy and honored to be included with these fine scholars as an @SPSPnews Fellow. https://t.co/jX5BOh3Lr7
0.6114,0.0,0.693,0.307,2018-09-13 00:25:32,RT @chaemyg: Happy Birthday Joon bby! \xe2\x9c\xa8\n\n#RMGalaxyDay #HappyRMDay \n@BTS_twt https://t.co/iYyBM57fwd
0.3802,0.0,0.88,0.12,2018-09-13 00:25:32,"RT @AGT: For RM\xe2\x80\x99s birthday, we got him a photo with his biggest fan @tyrabanks. \xf0\x9f\x92\x9c \n\nHAPPY BIRTHDAY, ANGEL! #BTSonAGT https://t.co/X16TXhRhbG"
0.6696,0.12,0.524,0.356,2018-09-13 00:25:32,@ZSoFla Lol I know you'd be happy! I think Bowen will struggle with this one.
0.8585,0.0,0.653,0.347,2018-09-13 00:25:32,"RT @becauseofV95: Happy Birthday Namjoon, the best leader out there !! \n\n#RM\xec\x83\x9d\xec\x9d\xbc\xe3\x85\x8a\xe3\x85\x8b #RM #BTS #\xec\x95\x8c\xec\x97\xa0 #\xeb\xb0\xa9\xed\x83\x84\xec\x86\x8c\xeb\x85\x84\xeb\x8b\xa8 @BTS_twt https://t.co/qwlefhnaMs"
0.8324,0.0,0.746,0.254,2018-09-13 00:25:32,"RT @tyrabanks: Retweet to say HAPPY BIRTHDAY to the fierce RM! \n\nWe finally got our pic together! You are inspiring so many, and you\xe2\x80\x99re bri\xe2\x80\xa6"
0.8212,0.0,0.664,0.336,2018-09-13 00:25:32,RT @soonsvt: LOOK AT SEUNGKWAN AND JOOE OMG THEY LOOK SO HAPPY DANCING\xf0\x9f\x98\xad\xf0\x9f\x92\x99 https://t.co/Wo5R7IeXqM
0.8573,0.0,0.554,0.446,2018-09-13 00:25:32,"@ossboy_3 same, love MBJ and happy he\xe2\x80\x99s securing many bags but I\xe2\x80\x99m good on the Superman tip"
0.9131,0.0,0.527,0.473,2018-09-13 00:25:32,RT @LGMobileGlobal: Happy Birthday to the passionate leader of #BTS #RM!! Let's celebrate at #BTSSTUDIObyLG! https://t.co/RPCwyyFBIq
-0.6483,0.194,0.806,0.0,2018-09-13 00:25:32,RT @LashaeLe_: ECU is canceling classes until \xe2\x80\x9cfurther notice\xe2\x80\x9d and I\xe2\x80\x99m not gone lie I\xe2\x80\x99m not happy about that for some odd reason \xf0\x9f\x92\x80
0.0,0.0,1.0,0.0,2018-09-13 00:25:32,@kai_aniotakun .*\xef\xbd\xa5\xe2\x99\xa5\xef\xbe\x9fHappy Birthday \xe2\x99\xac \xc2\xb0\xef\xbd\xa5\xe2\x99\xa5*.
0.5719,0.0,0.791,0.209,2018-09-13 00:25:32,"I'll always be happy that fortnite blew up past PUBG, that game was such garbage"
0.8176,0.0,0.712,0.288,2018-09-13 00:25:32,RT @taestythic: look at their happy expressions when taehyung joined them on their trip &amp; the way hoseok hugged him the energy ot7 radiates\xe2\x80\xa6
0.8555,0.0,0.749,0.251,2018-09-13 00:25:32,"RT @MicheBangtan: Best camera work they have ever had in the US. Best hype crew from Tyra, Heidi, Howie, @AGT and @nbc, you made so many AR\xe2\x80\xa6"
0.6784,0.0,0.466,0.534,2018-09-13 00:25:32,@haigresko Happy birthday Hai!!! \xf0\x9f\x92\x96\xf0\x9f\x8e\x8a\xf0\x9f\x98\x98
0.8757,0.0,0.571,0.429,2018-09-13 00:25:32,"@MisterSnoop @danapixie Oh, that is wonderful news! I'm so happy for you all! \xe2\x9d\xa4\xef\xb8\x8f"
0.3802,0.0,0.88,0.12,2018-09-13 00:25:32,"RT @AGT: For RM\xe2\x80\x99s birthday, we got him a photo with his biggest fan @tyrabanks. \xf0\x9f\x92\x9c \n\nHAPPY BIRTHDAY, ANGEL! #BTSonAGT https://t.co/X16TXhRhbG"
0.8176,0.0,0.712,0.288,2018-09-13 00:25:32,RT @taestythic: look at their happy expressions when taehyung joined them on their trip &amp; the way hoseok hugged him the energy ot7 radiates\xe2\x80\xa6
0.3291,0.0,0.81,0.19,2018-09-13 00:25:32,RT @JustGTRs: Happy Birthday King \xf0\x9f\x96\xa4 Gone but never forgotten.. https://t.co/kmy6SnLSBW
0.0772,0.0,0.942,0.058,2018-09-13 00:25:32,"and i want to watch you grow up more. we've watch you become a grown up man, we've watched your succsses, we follow\xe2\x80\xa6 https://t.co/uqT2CtjLcZ"
0.8324,0.0,0.746,0.254,2018-09-13 00:25:31,"RT @tyrabanks: Retweet to say HAPPY BIRTHDAY to the fierce RM! \n\nWe finally got our pic together! You are inspiring so many, and you\xe2\x80\x99re bri\xe2\x80\xa6"
0.6114,0.0,0.637,0.363,2018-09-13 00:25:31,RT @crstinarwsales: happy birthday alec lightwood! \n\n#youareloved https://t.co/Bj2YHNsf2i
0.8324,0.0,0.746,0.254,2018-09-13 00:25:31,"RT @tyrabanks: Retweet to say HAPPY BIRTHDAY to the fierce RM! \n\nWe finally got our pic together! You are inspiring so many, and you\xe2\x80\x99re bri\xe2\x80\xa6"
0.5233,0.135,0.589,0.277,2018-09-13 00:25:31,also im so fckng happy because they focused on jin too in quite a couple of parts :'(
0.3802,0.0,0.88,0.12,2018-09-13 00:25:31,"RT @AGT: For RM\xe2\x80\x99s birthday, we got him a photo with his biggest fan @tyrabanks. \xf0\x9f\x92\x9c \n\nHAPPY BIRTHDAY, ANGEL! #BTSonAGT https://t.co/X16TXhRhbG"
0.5719,0.0,0.748,0.252,2018-09-13 00:25:31,RT @RoseSugarV: Happy birthday to RM flying over the Oracle @bts_twt https://t.co/7Wk2yNkPUS
0.8148,0.068,0.611,0.321,2018-09-13 00:25:31,"RT @lysa2badd: Yall my son is walking, I\xe2\x80\x99m so overwhelmed with joy... hes not happy but he\xe2\x80\x99s doing it! Praise God! https://t.co/M8xpU3kj4r"
0.6633,0.0,0.693,0.307,2018-09-13 00:25:31,RT @Creker_THEBOYZ: HAPPY BIRTHDAY TO HYUNJAE\xe2\x9d\xa3\n\n#20180913 #THEBOYZ #\xeb\x8d\x94\xeb\xb3\xb4\xec\x9d\xb4\xec\xa6\x88 #HYUNJAE #\xed\x98\x84\xec\x9e\xac https://t.co/XRLUtYUZnZ
0.8324,0.0,0.746,0.254,2018-09-13 00:25:31,"RT @tyrabanks: Retweet to say HAPPY BIRTHDAY to the fierce RM! \n\nWe finally got our pic together! You are inspiring so many, and you\xe2\x80\x99re bri\xe2\x80\xa6"
-0.7268,0.404,0.596,0.0,2018-09-13 00:25:31,RT @princessmeenie: Sad how you can never be happy for me.
0.8324,0.0,0.746,0.254,2018-09-13 00:25:31,"RT @tyrabanks: Retweet to say HAPPY BIRTHDAY to the fierce RM! \n\nWe finally got our pic together! You are inspiring so many, and you\xe2\x80\x99re bri\xe2\x80\xa6"
0.7213,0.0,0.82,0.18,2018-09-13 00:25:31,RT @joshsallee: If you know @cassiejocraig than this is the coolest thing you will see today. So happy for her and all that\xe2\x80\x99s happening!\xe2\x80\xa6
0.8148,0.068,0.611,0.321,2018-09-13 00:25:31,"RT @lysa2badd: Yall my son is walking, I\xe2\x80\x99m so overwhelmed with joy... hes not happy but he\xe2\x80\x99s doing it! Praise God! https://t.co/M8xpU3kj4r"
0.7783,0.0,0.746,0.254,2018-09-13 00:25:31,RT @GreenandBlue28_: When the boys and the fans started singing happy birthday to Niall then we got a group hug  :\xe2\x80\x99)  #HappyBirthdayNiall h\xe2\x80\xa6
0.6467,0.0,0.583,0.417,2018-09-13 00:25:31,RT @AlexaBliss_WWE: Happy birthday @HeymanHustle !! \xf0\x9f\x8e\x89\xf0\x9f\x8e\x81\xf0\x9f\x8e\x88
0.7067,0.0,0.649,0.351,2018-09-13 00:25:31,RT @steveaoki: RM!! Happy birthday brother!! \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f #happyrmday @BTS_twt https://t.co/ZSc8w7LwE5
0.9131,0.0,0.527,0.473,2018-09-13 00:25:31,RT @LGMobileGlobal: Happy Birthday to the passionate leader of #BTS #RM!! Let's celebrate at #BTSSTUDIObyLG! https://t.co/RPCwyyFBIq
-0.2732,0.091,0.864,0.045,2018-09-13 00:25:31,"@TiffanyTurrill An apple box is still an apple box, no matter what you call it.  We're 10 years apart, you and I.\xe2\x80\xa6 https://t.co/4VsyVIqoWL"
-0.0516,0.153,0.702,0.145,2018-09-13 00:25:31,"your first heartbreak, your first band career, your first solo career, your first onedirection award, your first so\xe2\x80\xa6 https://t.co/UtZtQYF776"
0.8555,0.0,0.71,0.29,2018-09-13 00:25:31,RT @MILK_ala: Having someone that makes you genuinely happy and knowing you get to be with them forever is the best feeling in the world \xf0\x9f\x98\x8d
0.9131,0.0,0.527,0.473,2018-09-13 00:25:31,RT @LGMobileGlobal: Happy Birthday to the passionate leader of #BTS #RM!! Let's celebrate at #BTSSTUDIObyLG! https://t.co/RPCwyyFBIq
0.8126,0.0,0.697,0.303,2018-09-13 00:25:31,RT @inspirestagram: don't look for someone who can make you happy Find someone who you can be happy with.
0.8324,0.0,0.746,0.254,2018-09-13 00:25:30,"RT @tyrabanks: Retweet to say HAPPY BIRTHDAY to the fierce RM! \n\nWe finally got our pic together! You are inspiring so many, and you\xe2\x80\x99re bri\xe2\x80\xa6"
0.8011,0.0,0.605,0.395,2018-09-13 00:25:30,"RT @DCUTitans: Happy Birthday, @RyankPotter! Thrilled you're a member of the #DCUniverse family! https://t.co/i7dfYY4vX8"
0.8324,0.0,0.746,0.254,2018-09-13 00:25:30,"RT @tyrabanks: Retweet to say HAPPY BIRTHDAY to the fierce RM! \n\nWe finally got our pic together! You are inspiring so many, and you\xe2\x80\x99re bri\xe2\x80\xa6"
0.885,0.0,0.428,0.572,2018-09-13 00:25:30,@VickiBarbolak love you so happy for you !!!!!!\xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98 https://t.co/mYFUumOQPW
0.8324,0.0,0.746,0.254,2018-09-13 00:25:30,"RT @tyrabanks: Retweet to say HAPPY BIRTHDAY to the fierce RM! \n\nWe finally got our pic together! You are inspiring so many, and you\xe2\x80\x99re bri\xe2\x80\xa6"
0.8324,0.0,0.746,0.254,2018-09-13 00:25:30,"RT @tyrabanks: Retweet to say HAPPY BIRTHDAY to the fierce RM! \n\nWe finally got our pic together! You are inspiring so many, and you\xe2\x80\x99re bri\xe2\x80\xa6"
0.6114,0.0,0.8,0.2,2018-09-13 00:25:30,RT @naaadmd: A plane just flew by carrying a message for Namjoon's Birthday! 'Happy RM Day \xe2\x9d\xa4'\n\n#BTS #BTSLoveYourselfTour #LoveYourselfInOak\xe2\x80\xa6
0.5719,0.0,0.709,0.291,2018-09-13 00:25:30,RT @idgafckph_: to my happy pill :\n\n        stay ka lang
0.8555,0.0,0.749,0.251,2018-09-13 00:25:30,"RT @MicheBangtan: Best camera work they have ever had in the US. Best hype crew from Tyra, Heidi, Howie, @AGT and @nbc, you made so many AR\xe2\x80\xa6"
0.3802,0.0,0.88,0.12,2018-09-13 00:25:30,"RT @AGT: For RM\xe2\x80\x99s birthday, we got him a photo with his biggest fan @tyrabanks. \xf0\x9f\x92\x9c \n\nHAPPY BIRTHDAY, ANGEL! #BTSonAGT https://t.co/X16TXhRhbG"
0.6077,0.0,0.791,0.209,2018-09-13 00:25:30,RT @ClintFalin: very small and happy polar bear spotted in the city.\n\n           (boomer_the_landcloud on IG) https://t.co/p9Txw1wwZt
0.8324,0.0,0.746,0.254,2018-09-13 00:25:30,"RT @tyrabanks: Retweet to say HAPPY BIRTHDAY to the fierce RM! \n\nWe finally got our pic together! You are inspiring so many, and you\xe2\x80\x99re bri\xe2\x80\xa6"
0.7184,0.0,0.625,0.375,2018-09-13 00:25:30,"Make sure you\xe2\x80\x99re happy in real life, not just on the internet..."
0.9131,0.0,0.527,0.473,2018-09-13 00:25:30,RT @LGMobileGlobal: Happy Birthday to the passionate leader of #BTS #RM!! Let's celebrate at #BTSSTUDIObyLG! https://t.co/RPCwyyFBIq
0.5719,0.0,0.802,0.198,2018-09-13 00:25:30,RT @Whataburger: Sometimes the only person that can make you happy is the cook at Whataburger
0.0,0.0,1.0,0.0,2018-09-13 00:25:30,"RT @BTS_ARMY_INT: that was 2015, that was 2016, we're now in 2018, the boys have released a 4 part series tracking the journey to self love\xe2\x80\xa6"
0.8148,0.068,0.611,0.321,2018-09-13 00:25:30,"RT @lysa2badd: Yall my son is walking, I\xe2\x80\x99m so overwhelmed with joy... hes not happy but he\xe2\x80\x99s doing it! Praise God! https://t.co/M8xpU3kj4r"
0.6114,0.0,0.734,0.266,2018-09-13 00:25:30,Happy #NationalVideoGamesDay from me at my law school waiting for class! https://t.co/TTVnQsiwq5
